paper_id,title,abstract,authors,journal,year,volume,issue,pages,publisher,doi,url,type,abstract_source,abstract_confidence,original_category,original_keywords,contributions,limitations
paper_063,Resource Allocation and Pricing in Energy Harvesting Serverless Computing Internet of Things Networks,"This paper considers a resource allocation problem involving servers and mobile users (MUs) operating in a serverless edge computing (SEC)-enabled Internet of Things (IoT) network. Each MU has a fixed budget, and each server is powered by the grid and has energy harvesting (EH) capability. Our objective is to maximize the revenue of the operator that operates the said servers and the number of resources purchased by the MUs. We propose a Stackelberg game approach, where servers and MUs act as leaders and followers, respectively. We prove the existence of a Stackelberg game equilibrium and develop an iterative algorithm to determine the final game equilibrium price. Simulation results show that the proposed scheme is efficient in terms of the SEC’s profit and MU’s demand. Moreover, both MUs and SECs gain benefits from renewable energy.",Yunqi Li; Changlin Yang,Information,2024,15,5,250,MDPI AG,10.3390/info15050250,https://doi.org/10.3390/info15050250,journal-article,CrossRef,high,"Cost, Energy Consumption, Resource Management","resource management, serverless, energy efficiency, reinforcement learning","A stackelberg game approach, where servers and mus act as leaders and followers, respectively; Scheme is efficient in terms of the sec’s profit and mu’s demand",Involving servers and mobile users (mus) operating in a serverless edge computing (sec)-enabled internet of things (iot) network
paper_064,AI-based Resource Allocation: Reinforcement Learning for Adaptive Auto-scaling in Serverless Environments,"Serverless computing has emerged as a compelling new paradigm of cloud computing models in recent years. It promises the user services at large scale and low cost while eliminating the need for infrastructure management. On cloud provider side, flexible resource management is required to meet fluctuating demand. It can be enabled through automated provisioning and deprovisioning of resources. A common approach among both commercial and open source serverless computing platforms is workload-based auto-scaling, where a designated algorithm scales instances according to the number of incoming requests. In the recently evolving serverless framework Knative a request-based policy is proposed, where the algorithm scales resources by a configured maximum number of requests that can be processed in parallel per instance, the so-called concurrency. As we show in a baseline experiment, this predefined concurrency level can strongly influence the performance of a serverless application. However, identifying the concurrency configuration that yields the highest possible quality of service is a challenging task due to various factors, e.g. varying workload and complex infrastructure characteristics, influencing throughput and latency. While there has been considerable research into intelligent techniques for optimizing auto-scaling for virtual machine provisioning, this topic has not yet been discussed in the area of serverless computing. For this reason, we investigate the applicability of a reinforcement learning approach to request-based auto-scaling in a serverless framework. Our results show that within a limited number of iterations our proposed model learns an effective scaling policy per workload, improving the performance compared to the default auto-scaling configuration.",Lucia Schuler; Somaya Jamil; Niklas Kuhl,"2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",2021,,,,IEEE,10.1109/ccgrid51090.2021.00098,https://doi.org/10.1109/ccgrid51090.2021.00098,proceedings-article,Semantic Scholar,high,"Latency, QoS, Cost, Resource Management","autoscaling, resource management, serverless, cloud computing, latency, throughput, reinforcement learning","In a baseline experiment, this predefined concurrency level can strongly influence the performance of a serverless application","Identifying the concurrency configuration that yields the highest possible quality of service is a challenging task due to various factors, e; Infrastructure characteristics, influencing throughput and latency"
paper_065,ComboFunc: Joint Resource Combination and Container Placement for Serverless Function Scaling With Heterogeneous Container,"Serverless computing provides developers with a maintenance-free approach to resource usage, but it also transfers resource management responsibility to the cloud platform. However, the fine granularity of serverless function resources can lead to performance bottlenecks and resource fragmentation on nodes when creating many function containers. This poses challenges in effectively scaling function resources and optimizing node resource allocation, hindering overall agility. To address these challenges, we have introduced ComboFunc, an innovative resource scaling system for serverless platforms. ComboFunc associates function with heterogeneous containers of varying specifications and optimizes their resource combination and placement. This approach not only selects appropriate nodes for container creation, but also leverages the new feature of Kubernetes In-place Pod Vertical Scaling to enhance resource scaling agility and efficiency. By allowing a single function to correspond to heterogeneous containers with varying resource specifications and providing the ability to modify the resource specifications of existing containers in place, ComboFunc effectively utilizes fragmented resources on nodes. This, in turn, enhances the overall resource utilization of the entire cluster and improves scaling agility. We also model the problem of combining and placing heterogeneous containers as an NP-hard problem and design a heuristic solution based on a greedy algorithm that solves it in polynomial time. We implemented a prototype of ComboFunc on the Kubernetes platform and conducted experiments using real traces on a local cluster. The results demonstrate that, compared to existing strategies, ComboFunc achieves up to 3.01 × faster function resource scaling and reduces resource costs by up to 42.6%.",Zhaojie Wen; Qiong Chen; Quanfeng Deng; Yipei Niu; Zhen Song; Fangming Liu,IEEE Transactions on Parallel and Distributed Systems,2024,35,11,1989-2005,Institute of Electrical and Electronics Engineers (IEEE),10.1109/tpds.2024.3454071,https://doi.org/10.1109/tpds.2024.3454071,journal-article,Semantic Scholar,high,"Cost, Energy Consumption, Resource Management","autoscaling, resource management, function placement, serverless, containerization, cloud computing, reinforcement learning, distributed systems",42,"In effectively scaling function resources and optimizing node resource allocation, hindering overall agility; The fine granularity of serverless function resources can lead to performance bottlenecks and resource fragmentation on nodes when creating many function containers"
paper_066,BeeFlow: Behavior tree-based Serverless workflow modeling and scheduling for resource-constrained edge clusters,"Serverless computing has gained popularity in edge computing due to its
flexible features, including the pay-per-use pricing model, auto-scaling
capabilities, and multi-tenancy support. Complex Serverless-based applications
typically rely on Serverless workflows (also known as Serverless function
orchestration) to express task execution logic, and numerous application- and
system-level optimization techniques have been developed for Serverless
workflow scheduling. However, there has been limited exploration of optimizing
Serverless workflow scheduling in edge computing systems, particularly in
high-density, resource-constrained environments such as system-on-chip clusters
and single-board-computer clusters. In this work, we discover that existing
Serverless workflow scheduling techniques typically assume models with limited
expressiveness and cause significant resource contention. To address these
issues, we propose modeling Serverless workflows using behavior trees, a novel
and fundamentally different approach from existing directed-acyclic-graph- and
state machine-based models. Behavior tree-based modeling allows for easy
analysis without compromising workflow expressiveness. We further present
observations derived from the inherent tree structure of behavior trees for
contention-free function collections and awareness of exact and empirical
concurrent function invocations. Based on these observations, we introduce
BeeFlow, a behavior tree-based Serverless workflow system tailored for
resource-constrained edge clusters. Experimental results demonstrate that
BeeFlow achieves up to 3.2X speedup in a high-density, resource-constrained
edge testbed and 2.5X speedup in a high-profile cloud testbed, compared with
the state-of-the-art.",Ke Luo; Tao Ouyang; Zhi Zhou; Xu Chen,Journal of Systems Architecture,2023,143,,102968,Elsevier BV,10.1016/j.sysarc.2023.102968,https://doi.org/10.1016/j.sysarc.2023.102968,journal-article,arXiv,high,"Survey, Cost, Resource Management","autoscaling, performance optimization, serverless, cloud computing, reinforcement learning, distributed systems","Modeling serverless workflows using behavior trees, a novel
and fundamentally different approach from existing directed-acyclic-graph- and
state machine-based models","There has been limited exploration of optimizing
serverless workflow scheduling in edge computing systems, particularly in
high-density, resource-constrained environments such as system-on-chip clusters
and single-board-computer clusters; Serverless-based applications
typically rely on serverless workflows (also known as serverless function
orchestration) to express task execution logic, and numerous application- and
system-level optimization techniques have been developed for serverless
workflow scheduling"
paper_067,Darly: Deep Reinforcement Learning for QoS-aware scheduling under resource heterogeneity Optimizing serverless video analytics,"Today, video analytics are becoming extremely popular due to the increasing need for extracting valuable information from videos available in public sharing services through camera-driven streams. Typically, video analytics are organized as a set of separate tasks, each of which has different resource requirements (e.g., computational- vs. memory-intensive tasks). The serverless computing paradigm forms a very promising approach for mapping such types of applications, as it enables fine-grained deployment and management in a per-function manner. However, modern serverless frameworks suffer from performance variability issues, due to i) the interference introduced due to co-location of third-party workloads with the serverless funcations and ii) the increasing hardware heterogeneity introduced in public clouds. To this end, this work introduces Darly, a QoS- and heterogeneity-aware Deep Reinforcement Learning-based Scheduler for serverless video analytics deployments. The proposed framework incorporates a DRL agent which exploits low-level performance counters to identify the levels of interference and the degree of heterogeneity in the underlying infrastructure and combines this information along with user-defined QoS requirements to dynamically optimize resource allocations by deciding the placement, migration, or horizontal scaling of serverless functions. Promising results are produced withing our experiments, which are accompanied with the intent to further build upon this groundwork.",Dimitrios Giagkos; Achilleas Tzenetopoulos; Dimosthenis Masouros; Dimitrios Soudris; Sotirios Xydis,2023 IEEE 16th International Conference on Cloud Computing (CLOUD),2023,,,3-Jan,IEEE,10.1109/cloud60044.2023.00079,https://doi.org/10.1109/cloud60044.2023.00079,proceedings-article,Semantic Scholar,high,"QoS, Resource Management","autoscaling, resource management, function placement, serverless, cloud computing, reinforcement learning, memory management","Framework incorporates a drl agent which exploits low-level performance counters to identify the levels of interference and the degree of heterogeneity in the underlying infrastructure and combines this information along with user-defined qos requirements to dynamically optimize resource allocations by deciding the placement, migration, or horizontal scaling of serverless functions","Modern serverless frameworks suffer from performance variability issues, due to i) the interference introduced due to co-location of third-party workloads with the serverless funcations and ii) the increasing hardware heterogeneity introduced in public clouds"
paper_068,Autonomous scheduling mechanism based on energy awareness for improving resource allocation in serverless IoT edge,"The energy-aware scheduling mechanism in serverless computing enables systems to be allocated to IoT devices connected to the network’s edge efficiently based on the energy status of active nodes. In this approach, resource allocation is performed in real-time and according to the energy changes of the nodes, the complexity of which arises from the direct dependence of the energy level on the capacity to respond to requests. This choice is complex since allocating the necessary resources to process requests depends on the energy available in the active nodes. Therefore, to optimize resource allocation and increase access time, selecting and executing pre-schedulers is necessary based on the prediction of the energy level of the active nodes. In this article, we introduce a scheduler selection mechanism called an autonomous energy-aware scheduler, whose design is based on the energy position of the active nodes in the network. In addition, a mechanism for improving system uptime is proposed to increase the duration of the energy reduction of active nodes. The efficiency of the proposed approach was evaluated utilizing three separate load distribution patterns (exponential, Poisson, and exponential-Poisson), and the results indicate the prevention of energy waste and an average reduction of 1.66% in energy consumption. Also, the network uptime is improved by 8.6% compared to other methods. In addition, the proposed method has maintained performance continuity while ensuring failure resistance in all situations. The results demonstrate the high efficiency of the proposed approach in optimizing energy consumption and enhancing the resilience and stability of serverless systems.",Mohsen Ghorbian; Mostafa Ghobaei-Arani; Leila Esmaeili,Scientific Reports,2025,15,1,,Springer Science and Business Media LLC,10.1038/s41598-025-04214-x,https://doi.org/10.1038/s41598-025-04214-x,journal-article,Semantic Scholar,high,"Energy Consumption, Resource Management","resource management, serverless, load balancing, energy efficiency, reinforcement learning, prediction","A scheduler selection mechanism called an autonomous energy-aware scheduler, whose design is based on the energy position of the active nodes in the network; Approach was evaluated utilizing three separate load distribution patterns (exponential, poisson, and exponential-poisson), and the results indicate the prevention of energy waste and an average reduction of 1; Method has maintained performance continuity while ensuring failure resistance in all situations",Since allocating the necessary resources to process requests depends on the energy available in the active nodes
paper_069,A Joint Resource Allocation and Request Dispatch Scheme for Performing Serverless Computing over Edge and Cloud,"Serverless computing functions typically execute in the cloud. However, the high latency of accessing the cloud may require running them on edge servers, which have limited computing power and memory availability. This paper proposes a joint resource allocation and request dispatch scheme to execute serverless computing functions over edge and cloud collaboratively. This new scheme explicitly considers how to allocate server memory and operation budget for concurrent serverless computing requests considering the cold-start latency in design. The proposed scheme has been evaluated through extensive simulations. Its effectiveness has been proved by comparison with the upper-bound results.",Meenakshi Sethunath; Yang Peng,2021 IEEE 7th World Forum on Internet of Things (WF-IoT),2021,,,575-580,IEEE,10.1109/wf-iot51360.2021.9595769,https://doi.org/10.1109/wf-iot51360.2021.9595769,proceedings-article,Semantic Scholar,high,"Survey, Latency, Reliability Security Privacy, Cost, Energy Consumption, Resource Management","cold start, resource management, serverless, cloud computing, latency, reinforcement learning, memory management",A joint resource allocation and request dispatch scheme to execute serverless computing functions over edge and cloud collaboratively; Scheme has been evaluated through extensive simulations,"The high latency of accessing the cloud may require running them on edge servers, which have limited computing power and memory availability"
paper_070,Serverless computing: a security perspective,"In this article we review the current serverless architectures, abstract and categorize their founding principles, and provide an in-depth security analysis. In particular, we: show the security shortcomings of the analyzed serverless architectural paradigms; point to possible countermeasures; and, highlight several research directions for practitioners, Industry, and Academia.",Eduard Marin; Diego Perino; Roberto Di Pietro,Journal of Cloud Computing,2022,11,1,,Springer Science and Business Media LLC,10.1186/s13677-022-00347-w,https://doi.org/10.1186/s13677-022-00347-w,journal-article,Semantic Scholar,high,"Survey, Reliability Security Privacy","serverless, reinforcement learning","In particular, we: show the security shortcomings of the analyzed serverless architectural paradigms; point to possible countermeasures; and, highlight several research directions for practitioners, industry, and academia",Not explicitly mentioned
paper_071,Security Issues in Serverless Computing Architecture,"Serverless computing allows a company to run its backend services on an as-used basis. Precisely, could providers are offering business the chance to pay for cloud computing based on their computation needs without the need to reserve a certain number of servers or secure a fixed amount of bandwidth. While offering flexibility through paying for computing power rather than fixed server space and bandwidth, serverless computing presents unique security challenges and issues not characteristic of classic cloud computing. The purpose of this paper is to bring to light these security issues and challenges in addition to developing a proposed framework to solve it.",Sanaa Sharaf,International Journal of Emerging Trends in Engineering Research,2020,8,2,539-544,The World Academy of Research in Science and Engineering,10.30534/ijeter/2020/43822020,https://doi.org/10.30534/ijeter/2020/43822020,journal-article,Semantic Scholar,high,"Reliability Security Privacy, Energy Consumption","serverless, cloud computing, reinforcement learning","While offering flexibility through paying for computing power rather than fixed server space and bandwidth, serverless computing presents unique security challenges and issues not characteristic of classic cloud computing",And issues not characteristic of classic cloud computing; In addition to developing a proposed framework to solve it
paper_072,Serverless Computing Security: Protecting Application Logic,"Serverless computing enables organisations to avail of the inherent and unlimited flexibility and scalability that serverless provides, without having to consider the underlying infrastructure. However, there are security considerations that are unique to serverless architectures, that if not included early in application design, can lead to vulnerabilities which could be exposed to common attack vectors. While cloud service providers manage the security of the underlying infrastructure, it is up to the consumer to ensure that serverless applications are fully protected. We go on to discuss common attack vectors, the risks associated with misconfiguration within security and application setup, how attackers target vulnerabilities within the workflow logic of serverless applications and their functions to focus their attacks, and how consumers can implement measures to protect their applications within a serverless architecture.",Wesley O'Meara; Ruth G. Lennon,2020 31st Irish Signals and Systems Conference (ISSC),2020,,,,IEEE,10.1109/issc49989.2020.9180214,https://doi.org/10.1109/issc49989.2020.9180214,proceedings-article,Semantic Scholar,high,Reliability Security Privacy,"serverless, cloud computing, reinforcement learning",Novel approach to serverless computing challenges,"There are security considerations that are unique to serverless architectures, that if not included early in application design, can lead to vulnerabilities which could be exposed to common attack vectors"
paper_073,Serverless Service Architectures and Security Minimals,"The Serverless subject is an emerging new world within technology scope. Although it seems to be by name a specific and a circumscriptive topic, it is a vast and complex subject that has an ongoing study and not a standardized use to be promoted as a technology standard. There are a variety of complex offers, platforms, products, applications, and ways to use, but, like other emerging and essential technologies, it has not yet been broadly accepted as architecture, and for cybersecurity, it’s complex to configure. This doesn't mean it is not usable or defective; it is only an anticipated conclusion and analysis of the factual and present panorama. This research has the objective of demonstrating the pontification of the use of Serverless architectures and the base security measures and risks to consider. This research reviewed prominent research articles from IEEE Journals and interviews with developers that are in contact with this technology, clarifying the central aspect of Serverless, its overall architecture as secure technology-usable-results cross platforms. This research aimed at the principal types of usage, security aspects within the mobile, its applications and networks parts and within the Cloud, the applications, filesystems, and possible other main uses. The study scope of these systems is circumscribed to the technology, tendencies, best and worst of its model, and lastly, its usage.",Nuno Mateus-Coelho; Manuela Cruz-Cunha,2022 10th International Symposium on Digital Forensics and Security (ISDFS),2022,,,6-Jan,IEEE,10.1109/isdfs55398.2022.9800779,https://doi.org/10.1109/isdfs55398.2022.9800779,proceedings-article,Semantic Scholar,high,"Survey, Reliability Security Privacy","serverless, cloud computing, reinforcement learning",Novel approach to serverless computing challenges,"It seems to be by name a specific and a circumscriptive topic, it is a vast and complex subject that has an ongoing study and not a standardized use to be promoted as a technology standard; Subject that has an ongoing study and not a standardized use to be promoted as a technology standard"
paper_074,Security Issues in Serverless Cloud Computing Architectures,"Serverless Computing has gained popularity lately as they are simple to manage, lightweight and does scaling by itself. It gives developers a relaxation of not maintaining the server as the server is managed by the cloud service provider itself. This paper provides literature survey on serverless computing, further illustrating areas of serverless computing and its security issues, threat model and possible attacks on serverless computing and framework, technique used till now for providing security to both consumer and cloud service provider in serverless computing. Next section of this proposed work consists of architecture of serverless computing with conclusive statements.",Ankit Bhatt; Sachin Sharma; Shuchi Bhadula,"2024 IEEE International Conference on Computing, Power and Communication Technologies (IC2PCT)",2024,,,39-43,IEEE,10.1109/ic2pct60090.2024.10486369,https://doi.org/10.1109/ic2pct60090.2024.10486369,proceedings-article,Semantic Scholar,high,"Survey, Reliability Security Privacy, Resource Management","autoscaling, serverless, cloud computing, reinforcement learning",It gives developers a relaxation of not maintaining the server as the server is managed by the cloud service provider itself,Not explicitly mentioned
paper_075,EXPLORING SERVERLESS SECURITY: IDENTIFYING SECURITY RISKS AND IMPLEMENTING BEST PRACTICES,"FaaS or Serverless computing extends the
existing cloud computing by removing or
abstracting the notion of a server and the need to
scale up and down on demand. This paper seeks
to discuss the security issues that are associated
with serverless architecture, with special focus on
authentication, data encryption, compliance
issues and those risks that are unique to different
vendors. It compares existing security
architectures and measures and current industry
benchmarks originating from premier cloud
platforms such as AWS Lambda, Azure
Functions, Google Cloud Functions. Some of the
critical risks including injection attacks, insecure
deployments, and operational monitoring have
similar threat proneness models accompanied by
secure coding, IAM integration, DevOps rules,
and recommendations.
Keywords - DevOps, IAM, Serverless
Architectures, injection attacks, monitoring,
FaaS.",Ramasankar Molleti; Anirudh Khanna,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2025,9,1,7-Jan,Indospace Publications,10.55041/ijsrem6995,https://doi.org/10.55041/ijsrem6995,journal-article,Semantic Scholar,high,"Survey, Reliability Security Privacy","serverless, cloud computing, reinforcement learning, monitoring",Novel approach to serverless computing challenges,"That are associated
with serverless architecture, with special focus on
authentication, data encryption, compliance
issues and those risks that are unique to different
vendors"
paper_076,Improved Encryption Towards Data Security in Serverless Computing,"Serverless computing is growing rapidly due to its rapid adoption by the cloud providers and tenants in terms of its scalability, elasticity, flexibility and ease of deployment. Such increase in deployment of serverless computing makes the research to rethink on its security aspects.
 Since, the serverless security computing may undergo problems due to malicious users or hackers. In this paper, a secure and an efficient access control system is designed for serverless security computing for both knowledge and resource sharing using attributed based encryption. Initially,
 the data is encrypted using user attributes; further the data is split into cipher text. It is finally decrypted using a decryption algorithm and then the shares of the cipher text are distributed in the network and the encapsulated texts are stored in the serverless system. The performance
 on security analysis shows that the proposed method achieves improved data security in serverless environment than the existing methods.",A. Arulprakash; K. SampathKumar,Journal of Computational and Theoretical Nanoscience,2020,17,12,5256-5260,American Scientific Publishers,10.1166/jctn.2020.9417,https://doi.org/10.1166/jctn.2020.9417,journal-article,Semantic Scholar,high,"Survey, Reliability Security Privacy, Resource Management","serverless, cloud computing, elasticity, reinforcement learning, distributed systems",Method achieves improved data security in serverless environment than the existing methods,Due to malicious users or hackers
paper_077,Security Enhancement in Multi Clouds Using Serverless Computing Approach,"Nowadays, in any application specific domain security plays a vital role in the service access environment. Because customers needs to make use of distinct services and resources in an attacks free surface. In cloud computing environment, the security services and portal systems have been highly progressed based on the user requirements. However, cloud offers plenty of resources through the service vendor globally; still the multi clouds problems are not resolved completely. So, it is very essential to protect the data and other resources from the intruders are a most primary factor. The proposed work will establish a security layer on the multiple cloud environments by introducing the concept of “Serverless Computing”. The serverless computing is a kind of cloud computing execution model through which the cloud service provider (CSP) can manage the allocation of system resources in a dynamic manner. This mechanism will follow the property of utility computing. This approach can be used to hide the operations on entire cloud server management end and capacity planning decisions and also uses no provisioned services. Any type of vulnerabilities is taken care of by the cloud service provider. In this process, attacks rate are compared with the traditional security architectures and each component is an entry point to the serverless application. With this approach, customers can control and monitor the workloads by using IDS / IPS technique.",R. Poorvadevi,Internet of Things and Cloud Computing,2018,6,1,12,Science Publishing Group,10.11648/j.iotcc.20180601.12,https://doi.org/10.11648/j.iotcc.20180601.12,journal-article,Semantic Scholar,high,"Reliability Security Privacy, Resource Management","serverless, cloud computing, reinforcement learning",Work will establish a security layer on the multiple cloud environments by introducing the concept of “serverless computing”,Cloud offers plenty of resources through the service vendor globally; still the multi clouds problems are not resolved completely; Are not resolved completely
paper_078,Challenges and Solutions in Network Security for Serverless Computing,"This research study explores the challenges and solutions related to serverless computing so that the computer systems connected to the network can be protected. Serverless computing can be defined as a method of managing computer services without the need to have fixed servers. The qualitative research method is used by this research study, which does not include any numerical data and involves the examination of non-number data so that the network security challenges can be identified in detail. In the literature review, the past studies from 2019 to 2023 are reviewed to identify study gaps so that the foundation for investigating serverless network security. The literature review is based on thematic analysis, so all the data can be organized into meaningful themes. The findings of this research study include the solutions to the challenges like data privacy, insecure dependencies and limited control. The strategies to overcome these challenges include encryption, strong monitoring and other relevant strategies. This research study also suggests the use of blockchain technology and Artificial Intelligence. In short, this research study provides insights to improve serverless computing security and also guides future researchers to innovate creative solutions for developing security challenges.",Sina Ahmadi,International Journal of Current Science Research and Review,2024,7,1,,Everant Journals,10.47191/ijcsrr/v7-i1-23,https://doi.org/10.47191/ijcsrr/v7-i1-23,journal-article,Semantic Scholar,high,"Survey, Reliability Security Privacy","serverless, reinforcement learning, monitoring",Novel approach to serverless computing challenges,And solutions related to serverless computing so that the computer systems connected to the network can be protected; Can be identified in detail
paper_079,Function Scheduling with Data Security in Serverless Computing Systems,"In serverless computing, the service provider takes full responsibility for function management. However, serverless computing has many challenges regarding data security and function scheduling. To address these challenges, we have proposed a system to secure the data of an end-user. We also aim to meet the quality of service (QoS) for the end-user requests. This work presents a Simulated Annealing-based optimization algorithm for function placement. Also, we have Hyperledger Fabric, a blockchain framework in the system architecture for securing the data of an end-user. We have conducted experiments in Amazon Elastic Compute Cloud (EC2) taking virtual machine instances. The experiments in Amazon EC2 indicate that the proposed system secures the data and enhances the end-user’s QoS.",Srestha Saha; Arvind Pandey; Sourav Kanti Addya; Shubha Brata Nath,2025 17th International Conference on COMmunication Systems and NETworks (COMSNETS),2025,,,921-925,IEEE,10.1109/comsnets63942.2025.10885582,https://doi.org/10.1109/comsnets63942.2025.10885582,proceedings-article,Semantic Scholar,high,"Reliability Security Privacy, QoS, Resource Management","function placement, performance optimization, serverless, cloud computing, elasticity, reinforcement learning",System secures the data and enhances the end-user’s qos,Regarding data security and function scheduling; Serverless computing has many challenges regarding data security and function scheduling
paper_080,Serverless Security: Best Practices for Protecting Functions-as-a-Service,": This paper explores the unique security challenges and best practices associated with serverless computing, particularly Functions-as-a-Service (FaaS) architectures. It examines the ephemeral nature of serverless functions, the shared responsibility model, and the expanded attack surface that characterize these environments. The study delves into common security threats specific to serverless applications, including function event data injection, insecure deployment configurations, broken authentication and authorization, and sensitive data exposure. A comprehensive set of best practices for securing serverless functions is presented, focusing on implementing least privilege access, secure coding practices, data encryption, effective monitoring and logging strategies, and regular security audits. The paper also discusses future trends in serverless security, emphasizing the need for automated tools, advanced isolation techniques, and industry-wide security standards. Through case studies and expert insights, this research provides actionable recommendations for organizations adopting serverless architectures, aiming to balance the benefits of serverless computing with robust security measures.",Yamini Kannan,International Journal of Science and Research (IJSR),2024,13,7,1190-1194,International Journal of Science and Research,10.21275/sr24723103837,https://doi.org/10.21275/sr24723103837,journal-article,Semantic Scholar,high,Reliability Security Privacy,"serverless, reinforcement learning, monitoring",Novel approach to serverless computing challenges,"And best practices associated with serverless computing, particularly functions-as-a-service (faas) architectures"
paper_081,Enhancing Advanced Model Architecture in Serverless Architecture to Improve Security,"Serverless architecture presents unique security challenges, requiring the adoption of advanced model architecture to improve security. This research paper examines the security concerns related to serverless architecture and explores the advancements made in the advanced model architecture to enhance security. The paper discusses the challenges posed by serverless architecture, including data protection, access control, insecure configurations, and vulnerability to attacks. The key areas of focus in enhancing the serverless architecture model are secure deployment, zero-trust security model, runtime security, and identity and access management. The paper recommends implementing secure deployment practices, enforcing a zero-trust security model, ensuring runtime security, and managing identity and access to improve security in serverless architecture. The paper presents a comprehensive literature review of the existing research on serverless architecture and security concerns.",Surya A; R. Nathiya,2025 8th International Conference on Trends in Electronics and Informatics (ICOEI),2025,,,653-659,IEEE,10.1109/icoei65986.2025.11013761,https://doi.org/10.1109/icoei65986.2025.11013761,proceedings-article,Semantic Scholar,high,"Survey, Reliability Security Privacy","serverless, reinforcement learning","Serverless architecture presents unique security challenges, requiring the adoption of advanced model architecture to improve security","Posed by serverless architecture, including data protection, access control, insecure configurations, and vulnerability to attacks"
paper_082,The Rise of Serverless Architectures: Security Challenges and Best Practices,"The field of serverless computing has had significant growth and recognition in the past decade. This emerging area has garnered attention because to its notable impact on cost reduction, latency reduction, scalability improvement, and elimination of server-side management, among other benefits. Nevertheless, there is still a dearth of comprehensive study that would facilitate developers and academics in gaining a more profound comprehension of the importance of serverless computing in many scenarios. Therefore, it is imperative to provide scholarly study data that has been published within this particular field. This study conducted a comprehensive analysis of 275 scholarly articles retrieved from reputable literature sources, with the aim of extracting valuable insights pertaining to serverless computing. Subsequently, the acquired data underwent analysis in order to address many study inquiries pertaining to the contemporary advancements in serverless computing, encompassing its fundamental principles, available platforms, and patterns of utilization, among other relevant aspects. In addition, we analyze the current obstacles confronting serverless computing and explore potential avenues for future research to facilitate its deployment and utilization.",Burak Cinar,Asian Journal of Research in Computer Science,2023,16,4,194-210,Sciencedomain International,10.9734/ajrcos/2023/v16i4382,https://doi.org/10.9734/ajrcos/2023/v16i4382,journal-article,Semantic Scholar,high,"Survey, Latency, Reliability Security Privacy, Cost, Resource Management","serverless, latency, reinforcement learning","Nevertheless, there is still a dearth of comprehensive study that would facilitate developers and academics in gaining a more profound comprehension of the importance of serverless computing in many scenarios",Not explicitly mentioned
paper_083,Elevating Cloud Security via Serverless Computing: An in Depth Exploration,"The research aims to elucidate the transformative potential of serverless architecture in enhancing cloud security, addressing common threats, and mitigating vulnerabilities. Through a systematic review of existing literature, empirical experiments, and case studies, the study delves into the underlying principles of serverless architecture, explores its advantages, challenges, and practical applications, and evaluates its performance and scalability compared to traditional computing models. The findings underscore the scalability, cost-effectiveness, and simplicity of serverless computing, while also highlighting challenges such as cold start latency and vendor lock-in. Moreover, the research identifies key recommendations and best practices for designing, deploying, and managing serverless applications, offering valuable insights for industry practitioners, researchers, and policymakers. Overall, the study contributes to a deeper understanding of serverless computing and its role in shaping the future of cloud-native application development",Lakshay Bhardwaj; Nitin Mishra; Ashima Mehta,"International Journal of Advanced Research in Science, Communication and Technology",2024,,,108-114,Naksh Solutions,10.48175/ijarsct-17618,https://doi.org/10.48175/ijarsct-17618,journal-article,Semantic Scholar,high,"Survey, Latency, Reliability Security Privacy, Cost","cold start, serverless, cloud computing, latency, reinforcement learning",Novel approach to serverless computing challenges,Such as cold start latency and vendor lock-in
paper_084,SCIFFS: Enabling Secure Third-Party Security Analytics using Serverless Computing,"Third-party security analytics allow companies to outsource threat monitoring tasks to teams of experts and avoid the costs of in-house security operations centers. By analyzing telemetry data from many clients these services are able to offer enhanced insights, identifying global trends and spotting threats before they reach most customers. Unfortunately, the aggregation that drives these insights simultaneously risks exposing sensitive client data if it is not properly sanitized and tracked. In this work, we present SCIFFS, an automated information flow monitoring framework for preventing sensitive data exposure in third-party security analytics platforms. SCIFFS performs decentralized information flow control over customer data it in a serverless setting, leveraging the innate polyinstantiated nature of serverless functions to assure precise and lightweight tracking of data flows. Evaluating SCIFFS against a proof-of-concept security analytics framework on the widely-used OpenFaaS platform, we demonstrate that our solution supports common analyst workflows data ingestion, custom dashboards, threat hunting) while imposing just 3.87% runtime overhead on event ingestion and the overhead on aggregation queries grows linearly with the number of records in the database (e.g., 18.75% for 50,000 records and 104.27% for 500,000 records) as compared to an insecure baseline. Thus, SCIFFS not only establishes a privacy-respecting model for third-party security analytics, but also highlights the opportunities for security-sensitive applications in the serverless computing model.",Isaac Polinsky; Pubali Datta; Adam Bates; William Enck,Proceedings of the 26th ACM Symposium on Access Control Models and Technologies,2021,,,175-186,ACM,10.1145/3450569.3463567,https://doi.org/10.1145/3450569.3463567,proceedings-article,Semantic Scholar,high,"Reliability Security Privacy, Cost","serverless, reinforcement learning, monitoring","Sciffs, an automated information flow monitoring framework for preventing sensitive data exposure in third-party security analytics platforms",Also highlights the opportunities for security-sensitive applications in the serverless computing model
