paper_id,title,abstract,authors,journal,year,volume,issue,pages,publisher,doi,url,type
paper_013,"Accessible Career Counselling for All: Building Lightweight, Serverless Solutions with OpenRouter",,arsh arsh; Shivam Singh; Rajesh Kumar,International Journal of Research Publication and Reviews,2025,6,5,8380-8383,Genesis Global Publication,10.55248/gengpi.6.0525.1825,https://doi.org/10.55248/gengpi.6.0525.1825,journal-article
paper_014,OPTIMIZING MICROSERVICES AND SERVERLESS APPLICATIONS WITH MICRONAUT: A HIGH-PERFORMANCE ALTERNATIVE TO TRADITIONAL JAVA FRAMEWORKS,,Not Available,IJESRT,2025,,,,Granthaalayah Publications and Printers,10.29121/ijesrtp.v14.i6.2025.1,https://doi.org/10.29121/ijesrtp.v14.i6.2025.1,journal-article
paper_015,Intelligent Workload Readjustment of Serverless Functions in Cloud to Edge Environment,"Serverless technologies have represented a significant advancement in cloud computing, characterized by its exceptional scalability and the granular subscription-based model provided by leading public cloud vendors. Concurrently, serverless platforms that facilitate the FaaS architecture enable users to use numerous benefits while functioning on the on-site infrastructures of enterprises. It makes it possible to install and use them on several tiers of the cloud-to-edge continuum, from IoT devices at the user end to on-site clusters near to the main sources or directly in the Cloud. The challenges caused by varying data input rates on low-powered gadgets at the user-end layers are addressed in this work in two ways. It offers an event-driven, open-source file handling system designed to dynamically distribute and rearrange serverless operations throughout the cloud-to-edge spectrum. A fire detection use case illustrates the efficacy of these techniques, utilizing small Kubernetes clusters at the Edge for Fog-level processing, on-premises elastic clusters for private cloud computing, and AWS Lambda for cloud computing execution. Findings demonstrate that coordinated multi-layer computing markedly diminishes system overload, hence improving performance in distributed cloud systems.","Srikanth Yerra Ups,USA",International journal of data science and machine learning,2025,05,01,182-191,European International Journal of Multidisciplinary Research and Management Studies,10.55640/ijdsml-05-01-18,https://doi.org/10.55640/ijdsml-05-01-18,journal-article
paper_016,Serverless Frameworks for Scalable Banking App Backends,,Varun Kumar Tambi,SSRN Electronic Journal,2025,,,,Elsevier BV,10.2139/ssrn.5366139,https://doi.org/10.2139/ssrn.5366139,journal-article
paper_017,DEVELOPING SCALABLE APPLICATIONS THROUGH ADVANCED SERVERLESS ARCHITECTURES IN CLOUD ECOSYSTEMS,,Aryendra Dalal,SSRN Electronic Journal,2025,,,,Elsevier BV,10.2139/ssrn.5268116,https://doi.org/10.2139/ssrn.5268116,journal-article
paper_018,Startup Latency Analysis in Java Frameworks for Serverless AWS Lambda Deployments.,"Cold start latency in serverless computing, particularly in Java-based AWS Lambda functions, presents a significant challenge for latency-sensitive applications. This study investigates the performance characteristics of three modern Java frameworks - Spring Boot, Micronaut, and Quarkus - deployed on AWS Lambda using the ARM64 (Graviton2) architecture. It evaluates cold start latency across three deployment configurations: managed runtime (with and without SnapStart) and GraalVM native images. Metrics were collected at varying memory allocations using Java 21. Results show that Quarkus consistently outperforms others in cold start latency on standard JVM, while SnapStart and GraalVM significantly reduce the number of cold starts and achieve sub-second latency, respectively. We discuss the implications of these findings for choosing a Java framework and runtime strategy on AWS Lambda, considering the trade-offs in deployment time, complexity, and performance. The paper concludes with recommendations for leveraging SnapStart and native images to mitigate cold start issues in Java serverless applications on ARM64.",Maksimov Viacheslav Yurievich,The American Journal of Engineering and Technology,2025,07,04,16-21,The USA Journals,10.37547/tajet/volume07issue04-03,https://doi.org/10.37547/tajet/volume07issue04-03,journal-article
paper_019,Serverless Architectures: The Future of Cloud-Based Applications,,Anjali Katiyar,SSRN Electronic Journal,2025,,,,Elsevier BV,10.2139/ssrn.5185373,https://doi.org/10.2139/ssrn.5185373,journal-article
paper_020,Estimating the Carbon Footprint of Serverless Functions on a Public Cloud Platform,,Hanan Awwad; Changyuan Lin; Rabab Ward; Mohammad Shahrad,"Proceedings of the 3rd Workshop on SErverless Systems, Applications and MEthodologies",2025,,,12-20,ACM,10.1145/3721465.3721863,https://doi.org/10.1145/3721465.3721863,proceedings-article
paper_021,Reducing Environmental Impact with Sustainable Serverless Computing,"Serverless computing has emerged as a transformative paradigm in cloud computing, offering scalability, cost efficiency, and potential environmental benefits. By abstracting infrastructure management and enabling on-demand resource allocation, serverless computing minimizes idle resource consumption and reduces operational overhead. This paper critically examines the sustainability implications of serverless computing, evaluating its impact on energy efficiency, resource utilization, and carbon emissions through empirical studies and a survey of cloud professionals. Our findings indicate that serverless computing significantly reduces energy consumption by up to 70% and operational costs by up to 60%, reinforcing its role in green IT initiatives. However, real-world deployments face challenges such as cold-start latency and workload-dependent inefficiencies, which impact overall sustainability benefits. To address these challenges, we propose strategic recommendations, including fine-grained function decomposition, energy-efficient cloud provider selection, and AI-driven resource management. Additionally, we highlight discrepancies between empirical research and practitioner experiences, emphasizing the need for optimized architectures in order to fully harness the sustainability potential of serverless computing. This study provides a foundation for future research, particularly in integrating machine learning and AI-driven optimizations to enhance energy efficiency and performance in serverless environments.",Mohammed Akour; Mamdouh Alenezi,Sustainability,2025,17,7,2999,MDPI AG,10.3390/su17072999,https://doi.org/10.3390/su17072999,journal-article
paper_022,Estimating the Carbon Footprint of Serverless Functions on a Public Cloud Platform,,Hanan Awwad; Changyuan Lin; Rabab Ward; Mohammad Shahrad,"Proceedings of the 3rd Workshop on SErverless Systems, Applications and MEthodologies",2025,,,12-20,ACM,10.1145/3721465.3721863,https://doi.org/10.1145/3721465.3721863,proceedings-article
paper_023,Serverless Computing Performance Evaluation,,Preeti Sharma; Mihir Kumar; Kalpit Chouthwani,National Conference on Information Technology &amp; Digital Application (NCITSA-2025),2025,,,,Infogain Publicatiom,10.22161/ijaems.ncitsa.2025.53,https://doi.org/10.22161/ijaems.ncitsa.2025.53,proceedings-article
paper_024,"Building a fully automated serverless deployment pipeline with Aws lambda, terraform, and github actions","The paper discusses the process of building a fully automated pipeline for serverless deployment using AWS Lambda, Terraform and GitHub Actions. These technologies allow developers to create infrastructure without server management, manage it as code, and automate CI/CD processes. The article discusses the basic principles of using AWS Lambda to perform functions in a serverless architecture, Terraform for declarative infrastructure management, and GitHub Actions for automating the deployment process. The configuration steps are described, including creating and configuring IAM roles, connecting via API Gateway, and monitoring using AWS CloudWatch. The main focus is on the automatic scalability and flexibility of such solutions, as well as problems related to debugging and testing. The work highlights the benefits of integrating these tools to improve DevOps processes and accelerate application development.",Diana Kutsa,The American Journal of Engineering and Technology,2025,7,2,30-36,The USA Journals,10.37547/tajet/volume07issue02-06,https://doi.org/10.37547/tajet/volume07issue02-06,journal-article
paper_025,Optimizing AI Model Inference on Serverless Cloud Platforms: A Scalable Approach,"The increasing prevalence of Artificial Intelligence (AI) and Machine Learning (ML) models across various industries has highlighted the critical need for efficient and scalable deployment strategies. Traditional deployment methods often struggle with adapting to fluctuating demands and maintaining cost-effectiveness. Serverless computing has emerged as a promising solution to address these challenges. This paper investigates the deployment of AI models within serverless architectures on Amazon Web Services (AWS), specifically focusing on AWS Lambda and Knative. The study analyzes the limitations of conventional deployment approaches and proposes innovative strategies leveraging the capabilities of serverless technologies. Furthermore, it presents a rigorous evaluation of the performance characteristics of these serverless deployment strategies, discusses crucial security and privacy considerations, incorporates illustrative real-world case studies, and outlines potential future research directions.",Prudhvi Naayini; Chiranjeevi Bura,International Journal of Current Science Research and Review,2025,08,05,,Everant Journals,10.47191/ijcsrr/v8-i5-02,https://doi.org/10.47191/ijcsrr/v8-i5-02,journal-article
paper_026,Scalable Serverless Architecture for Delivering Personalized Recommendations,,Balaji Thadagam Kandavel; Navadeep Vempati,2025 IEEE Conference on Computer Applications (ICCA),2025,,,1-6,IEEE,10.1109/icca65395.2025.11011177,https://doi.org/10.1109/icca65395.2025.11011177,proceedings-article
paper_027,"Serverless Architectures and Function-As-A-Service (Faas): Scalability, Cost Efficiency, And Security Challenges",,Bhanuprakash Madupati,SSRN Electronic Journal,2025,,,,Elsevier BV,10.2139/ssrn.5076665,https://doi.org/10.2139/ssrn.5076665,journal-article
paper_028,Test Automation for Serverless Architectures (FaaS),"Serverless architectures, and specifically Function-as-a-Service (FaaS), represent a paradigm shift in application development, offering compelling benefits such as automatic scaling, a pay-per-use cost model, and significantly reduced operational management of underlying infrastructure. This architectural style allows developers to focus on writing business logic in ephemeral, event-triggered functions. However, these very characteristics—distributed components, statelessness, reliance on a multitude of managed cloud services, and the event-driven execution model—introduce unique and complex challenges for traditional software testing methodologies. Ensuring the reliability, performance, security, and correctness of these highly decoupled systems necessitates a robust and tailored approach to test automation. This document provides an in-depth exploration of the critical role test automation plays in the serverless ecosystem. It meticulously examines strategies for designing and implementing automated unit, integration, and end-to-end tests specifically for FaaS applications. Key considerations such as effective mocking of event sources and dependent services, managing distributed state for testing, validating complex event-driven workflows, and choosing appropriate tools and frameworks are discussed in detail. Furthermore, the document outlines best practices for constructing resilient and efficient automated testing pipelines that integrate seamlessly with CI/CD processes, enabling agile development and the consistent delivery of high-quality serverless solutions. It underscores that comprehensive test automation is not merely beneficial but an indispensable component for realizing the full potential of serverless architectures.",Pradeepkumar Palanisamy,European Journal of Information Technologies and Computer Science,2025,5,4,5-12,European Open Science Publishing,10.24018/compute.2025.5.4.156,https://doi.org/10.24018/compute.2025.5.4.156,journal-article
paper_029,Serverless Data Management Architectures for Multi Cloud Environments,,Rajesh Vayyala,2025 7th International Conference on Intelligent Sustainable Systems (ICISS),2025,,,593-598,IEEE,10.1109/iciss63372.2025.11076490,https://doi.org/10.1109/iciss63372.2025.11076490,proceedings-article
paper_030,Serverless Computing - The Future of Cloud Application,": server less computing is the future requirement for developers to build and deploy applications in the cloud by abstracting server management and offering on-demand portability. Server less platforms like aws ,lambda ,azure functions and google cloud functions enable developers and organizations to focus more on code and business logic rather than managing the platform or the server. This paper explores the core of serverless computing and its advantages in real-world use cases and how it has the potential of shaping the future of cloud-based applications.",Tisha .; Sunvish Charak; Utkarsh Vashisht,International Journal For Multidisciplinary Research,2025,7,3,,International Journal for Multidisciplinary Research (IJFMR),10.36948/ijfmr.2025.v07i03.43020,https://doi.org/10.36948/ijfmr.2025.v07i03.43020,journal-article
paper_031,Deep Learning-Driven Edge-Enabled Serverless Architectures for Animal Emotion Detection,,Shajulin Benedict; Rubiya Subair,Informatica,2025,49,7,,Slovenian Association Informatika,10.31449/inf.v49i7.6615,https://doi.org/10.31449/inf.v49i7.6615,journal-article
paper_032,Optimizing Multitenancy: Adaptive Resource Allocation in Serverless Cloud Environments Using Reinforcement Learning,"The growing adoption of serverless computing has highlighted critical challenges in resource allocation, policy fairness, and energy efficiency within multitenancy cloud environments. This research proposes a reinforcement learning (RL)-based adaptive resource allocation framework to address these issues. The framework models resource allocation as a Markov Decision Process (MDP) with dynamic states that include latency, resource utilization, and energy consumption. A reward function is designed to optimize the throughput, latency, and energy efficiency while ensuring fairness among tenants. The proposed model demonstrates significant improvements over heuristic approaches, achieving a 50% reduction in latency (from 250 ms to 120 ms), a 38.9% increase in throughput (from 180 tasks/s to 250 tasks/s), and a 35% improvement in energy efficiency. Additionally, the model reduces operational costs by 40%, achieves SLA compliance rates above 98%, and enhances fairness by lowering the Gini coefficient from 0.25 to 0.10. Under burst loads, the system maintains a service level objective success rate of 94% with a time to scale of 6 s. These results underscore the potential of RL-based solutions for dynamic workload management, paving the way for more scalable, cost-effective, and sustainable serverless multitenancy systems.",Mohammed Naif Alatawi,Electronics,2025,14,15,3004,MDPI AG,10.3390/electronics14153004,https://doi.org/10.3390/electronics14153004,journal-article
paper_033,Optimizing Serverless Computing: Enhancing Performance and Efficiency in Modern Cloud Architecture,"This article examines the optimization strategies and performance enhancements in serverless computing architectures within modern cloud environments. The article analyzes the transformation of application development practices through serverless adoption, focusing on resource management, cold start latency reduction, and cost optimization techniques. Through a comprehensive analysis of enterprise deployments, the article demonstrates significant improvements in operational efficiency, resource utilization, and deployment velocity across various industry sectors. The investigation encompasses performance monitoring methodologies, application-specific optimizations, and the integration of emerging technologies, providing insights into the evolution of serverless platforms and their impact on cloud computing paradigms.",Venkateswarlu Poka -,International Journal on Science and Technology,2025,16,2,,International Research Publication and Journals,10.71097/ijsat.v16.i2.3054,https://doi.org/10.71097/ijsat.v16.i2.3054,journal-article
paper_034,AI-Driven Cross-Blockchain Automation for Serverless Quantum Workflows,"This research paper investigates the way that AI driven cross chain interoperability for blockchain technology has the transformative potential. It analyzes of performance, cost efficiency and scalability between classical and quantum approaches. Results demonstrate that Hybrid AI Driven is more efficient in terms of throughput, cost reduction, and scalability compared to other approaches used in blockchain, and thus can contribute to transforming blockchain into one of many available application options.",Mahender Singh,Journal of Information Systems Engineering and Management,2025,10,32s,79-91,Science Research Society,10.52783/jisem.v10i32s.5190,https://doi.org/10.52783/jisem.v10i32s.5190,journal-article
paper_035,Adaptive Task Offloading Framework for Serverless Edge Computing,,Sana Bharti; Rupali Gill; Shilpi Harnal,2025 3rd International Conference on Disruptive Technologies (ICDT),2025,,,1039-1044,IEEE,10.1109/icdt63985.2025.10986503,https://doi.org/10.1109/icdt63985.2025.10986503,proceedings-article
paper_036,Potential of Serverless Edge-powered Islands for Web Development,"Web developers face two significant challenges when developing their applications and websites: latency and payload size. Given that web services rely on servers, the related communication incurs a cost in terms of latency. In contrast, the payload passed to the client incurs a communication cost, not to mention the computational cost to the client. The concept of serverless edge computing, built on top of content delivery networks (CDNs), is an approach that has begun to gain the attention of web developers for its promise of lower latencies due to its efficiencies in communication thanks to globally distributed networks and replication. Islands architecture is a technical approach that addresses payload size by giving developers easy ways to defer and potentially even avoid the cost of loading content. Combined, these two approaches form edge-powered islands and, in this article, we examine how the combination can help to address these two notable costs web developers have to consider in their daily work. Our findings indicate that edge-powered islands can provide a way to introduce interactivity to otherwise static websites while wrapping dynamic portions of a page within islands to gain the benefits of static approaches in more dynamic contexts, such as storefronts. In addition, islands can provide loading benefits even for more application-like websites, such as social networks, and give web developers an additional control layer in their development work.",Juho Vepsäläinen; Petri Vuorimaa; Arto Hellas,Journal of Web Engineering,2025,,,,River Publishers,10.13052/jwe1540-9589.2411,https://doi.org/10.13052/jwe1540-9589.2411,journal-article
paper_037,Next-Gen Payment Infrastructure - Serverless Architectures and Blockchain Fusion,"Contemporary financial ecosystems face unprecedented challenges as traditional server-centric payment infrastructures encounter fundamental scalability and operational efficiency constraints. The convergence of serverless computing paradigms with permissioned blockchain technologies presents a transformative solution that addresses these critical limitations through innovative architectural frameworks. Serverless computing eliminates infrastructure provisioning burdens while enabling dynamic resource scaling that automatically responds to transaction volume fluctuations. This architectural evolution demonstrates remarkable adaptability during varying demand periods, seamlessly transitioning between minimal resource consumption and extensive parallel processing capabilities. Blockchain integration enhances these capabilities through immutable transaction records, cryptographic verification mechanisms, and distributed consensus validation protocols that ensure comprehensive security guarantees. The synthesis creates hybrid payment infrastructures capable of executing settlement operations with cryptographic security assurances while preserving elastic scaling characteristics inherent to cloud-native implementations. Performance benchmarking reveals exceptional improvements in transaction throughput, processing latency, and operational efficiency compared to traditional architectures. Economic advantages encompass substantial infrastructure cost reductions through eliminated server maintenance overhead and pay-per-use pricing models that align computational costs with actual transaction volumes. These technological advancements position hybrid serverless-blockchain architectures as foundational infrastructure for next-generation payment system development.",Satyanarayana Purella,Journal of Computer Science and Technology Studies,2025,7,7,651-659,Al-Kindi Center for Research and Development,10.32996/jcsts.2025.7.7.73,https://doi.org/10.32996/jcsts.2025.7.7.73,journal-article
paper_038,DEEP REINFORCEMENT LEARNING FOR SCALABLE TASK SCHEDULING IN SERVERLESS COMPUTING,,Not Available,International Research Journal of Modernization in Engineering Technology and Science,2025,,,,International Research Journal of Modernization in Engineering Technology and Science,10.56726/irjmets17782,https://doi.org/10.56726/irjmets17782,journal-article
paper_039,Serverless Bookstore Application Using AWS,"Abstract— Recently, cloud computing has become a main standard for effective management and Internet services. Within a variety of cloud technology, without server calculation, it is distinguished from the evolution of cloud programming and reflects the range and growth of the cloud. Large Internet companies such as Amazon, Netflix, and LinkedIn are now using the cloud to develop, test, deploy, scale, operate, and update complex, multi-stage applications. Despite the flexibility and scalability, these companies face challenges in managing infrastructure costs due to increasing server load and space requirements. This is where serverless computing, introduced by AWS Lambda, offers a compelling solution. In this article, we explain how AWS Lambda works with other native AWS services through the development of a serverless chat application designed to scale seamlessly without the need for additional servers. The study also explores how AWS services such as S3, DynamoDB, and CloudWatch integrate with serverless technologies such as Lambda to improve the functionality and performance of applications in the cloud. Keywords— AWS Lambda, Amazon Amplify, Amazon DynamoDB, Amazon S3, AWS, Cloud Computing, Cloud Storage, Amazon AppSync, IAM..",Reddyvari Sai Sindhu,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2025,09,04,1-9,Indospace Publications,10.55041/ijsrem46406,https://doi.org/10.55041/ijsrem46406,journal-article
paper_040,AI-Powered Diagnostic Workflow for Serverless Application Troubleshooting: From Alert to Resolution,,Rosh Perumpully Ramadass,Technix International Journal for Engineering Research,2025,12,6,,IJ Research Organization,10.56975/tijer.v12i6.158566,https://doi.org/10.56975/tijer.v12i6.158566,journal-article
paper_041,AI-Powered Diagnostic Workflow for Serverless Application Troubleshooting: From Alert to Resolution,,Rosh Perumpully Ramadass,Technix International Journal for Engineering Research,2025,12,6,,IJ Research Organization,10.56975/tijer.v12i6.158566,https://doi.org/10.56975/tijer.v12i6.158566,journal-article
paper_042,An efficient function placement approach in serverless edge computing,,Atiya Zahed; Mostafa Ghobaei-Arani; Leila Esmaeili,Computing,2025,107,3,,Springer Science and Business Media LLC,10.1007/s00607-025-01438-7,https://doi.org/10.1007/s00607-025-01438-7,journal-article
paper_043,RETHINKING AI LIFECYCLE MANAGEMENT IN A SERVERLESS WORLD,,Sowjanya Pandruju,INTERNATIONAL JOURNAL OF COMPUTER ENGINEERING AND TECHNOLOGY,2025,16,3,276-287,IAEME Publication,10.34218/ijcet_16_03_020,https://doi.org/10.34218/ijcet_16_03_020,journal-article
paper_044,Serverless for Scalable E-commerce Infrastructure: Empowering Global Shopping Experiences,,Shrikant Thakare,Technix International Journal for Engineering Research,2025,12,5,,IJ Research Organization,10.56975/tijer.v12i5.158304,https://doi.org/10.56975/tijer.v12i5.158304,journal-article
paper_045,LeakLess: Selective Data Protection against Memory Leakage Attacks for Serverless Platforms,,Maryam Rostamipoor; Seyedhamed Ghavamnia; Michalis Polychronakis,Proceedings 2025 Network and Distributed System Security Symposium,2025,,,,Internet Society,10.14722/ndss.2025.230035,https://doi.org/10.14722/ndss.2025.230035,proceedings-article
paper_046,Optimizing Serverless Computing,"Abstract—Serverless computing abstracts infrastructure man- agement, hence provides scalability and cost-effectiveness. Per- formance bottlenecks related to this architecture include cold starts, resource inefficiency, and increased latency of execution. Strategies for optimizing serverless computing would involve con- tainer pooling and AI-based scheduling, to add to the resource- aware function execution and blockchain implementation ap- proaches. On an OpenFaaS and AWS Lambda platform, the above-proposed model realizes 40% lower cold-start latency and 25% less execution cost. The paper will further explore adaptive scaling-both for warming the cache and decentralized computation with load balancing added to further increase efficiency with multiple clouds. This research also introduces the possibility of blockchain-based serverless execution as an application that maintains security as well as transparency in computation processes. Index Terms—Serverless Computing, Cold Start Optimization, AI-Based Scheduling, Function-as-a-Service (FaaS), Image Pro- cessing, Load Balancing, Adaptive Scaling, Blockchain Integra- tion",Shaizaan Hussain,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2025,09,05,1-9,Indospace Publications,10.55041/ijsrem46689,https://doi.org/10.55041/ijsrem46689,journal-article
paper_047,Serverless Architecture for Real-Time Stock Market Data Analytics in Cloud Environments,,Gautam Solaimalai,International Journal of Computer Applications,2025,186,75,9-15,Foundation of Computer Science,10.5120/ijca2025924625,https://doi.org/10.5120/ijca2025924625,journal-article
paper_048,Modeling and Performance Evaluation of Hybrid Classical–Quantum Serverless Computing Platforms,,Claudio Cicconetti,IEEE Transactions on Quantum Engineering,2025,6,,1-13,Institute of Electrical and Electronics Engineers (IEEE),10.1109/tqe.2025.3567322,https://doi.org/10.1109/tqe.2025.3567322,journal-article
paper_049,Serverless Resume Screening Workflow: Automating Email-Based Resume Processing with Intelligent Matching,,Anand Thakur; Ankit Garg; Pritpal Singh,2025 Global Conference in Emerging Technology (GINOTECH),2025,,,1-7,IEEE,10.1109/ginotech63460.2025.11076775,https://doi.org/10.1109/ginotech63460.2025.11076775,proceedings-article
paper_050,Machine learning inference serving models in serverless computing: a survey,,Akram Aslani; Mostafa Ghobaei-Arani,Computing,2025,107,1,,Springer Science and Business Media LLC,10.1007/s00607-024-01377-9,https://doi.org/10.1007/s00607-024-01377-9,journal-article
