paper_id,title,abstract,authors,journal,year,volume,issue,pages,publisher,doi,url,type
paper_011,A Low-Latency Edge-Cloud Serverless Computing Framework with a Multi-Armed Bandit Scheduler,,Justin Chigu; Ahmed El-Mahdy; Bassem Mokhtar; Maha Elsabrouty,2024 International Wireless Communications and Mobile Computing (IWCMC),2024,,,1655-1660,IEEE,10.1109/iwcmc61514.2024.10592558,https://doi.org/10.1109/iwcmc61514.2024.10592558,proceedings-article
paper_012,Dynamic Storage Selection for Mitigating Tail Latency in Serverless Pipelines,,Michail Tsenos; Aristotelis Peri; Vana Kalogeraki,2024 IEEE International Conference on Autonomic Computing and Self-Organizing Systems (ACSOS),2024,,,111-120,IEEE,10.1109/acsos61780.2024.00029,https://doi.org/10.1109/acsos61780.2024.00029,proceedings-article
paper_013,FaaSCtrl: A Comprehensive-Latency Controller for Serverless Platforms,,Abhisek Panda; Smruti R. Sarangi,IEEE Transactions on Cloud Computing,2024,12,4,1328-1343,Institute of Electrical and Electronics Engineers (IEEE),10.1109/tcc.2024.3473015,https://doi.org/10.1109/tcc.2024.3473015,journal-article
paper_014,LEASE: Leveraging Energy-Awareness in Serverless Edge for Latency-Sensitive IoT Services,,Aastik Verma; Anurag Satpathy; Sajal. K. Das; Sourav Kanti Addya,2024 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),2024,,,302-307,IEEE,10.1109/percomworkshops59983.2024.10502788,https://doi.org/10.1109/percomworkshops59983.2024.10502788,proceedings-article
paper_015,Low-Latency State Management for Real-Time Tasks in Edge Serverless,,Yanyan Wen; Guangping Xu; Jianshe Wang; Wei Hao,2024 IEEE International Symposium on Parallel and Distributed Processing with Applications (ISPA),2024,,,10-17,IEEE,10.1109/ispa63168.2024.00010,https://doi.org/10.1109/ispa63168.2024.00010,proceedings-article
paper_016,Towards a container scheduling policy for alleviating total startup latency in serverless computing platform,,Chang Wang; Zhiqiong Liu; Jin Liu; Wang Li; Junxin Chen,"Third International Conference on Algorithms, Microchips, and Network Applications (AMNA 2024)",2024,,,,SPIE,10.1117/12.3032003,https://doi.org/10.1117/12.3032003,proceedings-article
paper_017,"Cold Start Latency in Serverless Computing: A Systematic Review, Taxonomy, and Future Directions","Recently, academics and the corporate sector have paid attention to serverless computing, which enables dynamic scalability and an economic model. In serverless computing, users only pay for the time they actually use resources, enabling zero scaling to optimise cost and resource utilisation. However, this approach also introduces the serverless cold start problem. Researchers have developed various solutions to address the cold start problem, yet it remains an unresolved research area. In this article, we propose a systematic literature review on cold start latency in serverless computing. Furthermore, we create a detailed taxonomy of approaches to cold start latency, which we use to investigate existing techniques for reducing the cold start time and frequency. We have classified the current studies on cold start latency into several categories such as caching and application-level optimisation-based solutions, as well as Artificial Intelligence/Machine Learning-based solutions. Moreover, we have analyzed the impact of cold start latency on quality of service, explored current cold start latency mitigation methods, datasets, and implementation platforms, and classified them into categories based on their common characteristics and features. Finally, we outline the open challenges and highlight the possible future directions.",Muhammed Golec; Guneet Kaur Walia; Mohit Kumar; Felix Cuadrado; Sukhpal Singh Gill; Steve Uhlig,ACM Computing Surveys,2025,57,3,1-36,Association for Computing Machinery (ACM),10.1145/3700875,https://doi.org/10.1145/3700875,journal-article
paper_018,CoFaaS: Automatic Transformation-based Consolidation of Serverless Functions,,Truls Asheim; Magnus Jahre; Rakesh Kumar,"Proceedings of the 2nd Workshop on SErverless Systems, Applications and MEthodologies",2024,,,1-8,ACM,10.1145/3642977.3652093,https://doi.org/10.1145/3642977.3652093,proceedings-article
paper_019,Word Frequency Statistics Based on Serverless Computing,,Zhaoxin Jia,"Proceedings of the 1st International Conference on Engineering Management, Information Technology and Intelligence",2024,,,100-104,SCITEPRESS - Science and Technology Publications,10.5220/0012910600004508,https://doi.org/10.5220/0012910600004508,proceedings-article
paper_020,Serverless? RISC more!,,Roberto Starc; Tom Kuchler; Michael Giardino; Ana Klimovic,"Proceedings of the 2nd Workshop on SErverless Systems, Applications and MEthodologies",2024,,,15-24,ACM,10.1145/3642977.3652095,https://doi.org/10.1145/3642977.3652095,proceedings-article
paper_021,Engineering Serverless Application Life-cycles in Federated Serverless Infrastructures,,Sashko Ristov,Companion of the 15th ACM/SPEC International Conference on Performance Engineering,2024,,,166-166,ACM,10.1145/3629527.3652886,https://doi.org/10.1145/3629527.3652886,proceedings-article
paper_022,"SERVERLESS ARCHITECTURE OVERVIEW: AN IN-DEPTH EXPLANATION OF WHAT SERVERLESS ARCHITECTURE IS, ITS KEY COMPONENTS, BENEFITS, AND CHALLENGES","Serverless architecture has emerged as a revolutionary paradigm in cloud computing, offering developers a scalable and cost-effective approach to building and deploying applications. This article provides a comprehensive overview of serverless architecture, focusing on its key components, benefits, challenges, and future trends. We delve into core components such as Function as a Service (FaaS), Backend as a Service (BaaS), and event-driven architecture, highlighting their roles in enabling developers to build highly scalable and responsive applications. Furthermore, we explore the benefits of serverless architecture, including cost-effectiveness, scalability, and improved development velocity, while also addressing challenges such as cold start latency, vendor lock-in, and observability and debugging complexities. Looking ahead, we discuss future trends and considerations in serverless architecture, including advancements in technology, hybrid and multi-cloud deployments, and the importance of observability and DevOps practices. Finally, we encourage further exploration and adoption of serverless computing, emphasizing its potential to drive innovation and business success in the digital era.",Iryna-Anastasiia Baikenych; Yurii Shcherbyna,Grail of Science,2024,,38,169-178,European Scientific Platform (Publications),10.36074/grail-of-science.12.04.2024.028,https://doi.org/10.36074/grail-of-science.12.04.2024.028,journal-article
paper_023,Secure Access Management in Serverless Computing Through Blockchain Integration,,Swarup Panda,International Journal of Science and Research (IJSR),2025,,,242-248,International Journal of Science and Research,10.21275/sr25804083648,https://doi.org/10.21275/sr25804083648,journal-article
paper_024,TOSS: Tiering of Serverless Snapshots for Memory-Efficient Serverless Computing,,Theodore Michailidis; Juno Kim; Linsong Guo; Steven Swanson; Jishen Zhao,2025 IEEE International Parallel and Distributed Processing Symposium (IPDPS),2025,,,2-14,IEEE,10.1109/ipdps64566.2025.00010,https://doi.org/10.1109/ipdps64566.2025.00010,proceedings-article
paper_025,Scaling Serverless Functions: Horizontal or Vertical? Both!,,Orestis Lagkas Nikolos; Chloe Alverti; Stratos Psomadakis; Georgios Goumas; Nectarios Koziris,"Proceedings of the 3rd Workshop on SErverless Systems, Applications and MEthodologies",2025,,,30-32,ACM,10.1145/3721465.3721865,https://doi.org/10.1145/3721465.3721865,proceedings-article
paper_026,Advancing Serverless Computing for Scalable AI Model Inference: Challenges and Opportunities,,Li Wang; Yankai Jiang; Ningfang Mi,Proceedings of the 10th International Workshop on Serverless Computing,2024,,,1-6,ACM,10.1145/3702634.3702950,https://doi.org/10.1145/3702634.3702950,proceedings-article
paper_027,FaaSPR: Latency-Oriented Placement and Routing Optimization for Serverless Workflow Processing,,Yunshan Jia; Chao Jin; Qing Li; Xuanzhe Liu; Xin Jin,IEEE Transactions on Networking,2025,,,1-16,Institute of Electrical and Electronics Engineers (IEEE),10.1109/ton.2025.3552407,https://doi.org/10.1109/ton.2025.3552407,journal-article
paper_028,"Uma Análise Prática dos Frameworks Serverless AWS SAM, Pulumi e Serverless Framework","A Computação Serverless facilita o desenvolvimento de aplicações em nuvem ao abstrair a infraestrutura. Este trabalho apresenta um estudo de caso que compara AWS SAM, Serverless Framework e Pulumi na implementação de uma API RESTful na AWS. Avaliamos a eficiência, flexibilidade e integração com serviços de nuvem com base em observações de uma disciplina acadêmica com dez participantes, dos quais sete concluíram a avaliação. Foram analisados aspectos como configuração, documentação e simplicidade do código. O Pulumi destacou-se pela flexibilidade, AWS SAM pela integração nativa e o Serverless Framework pela extensibilidade. O estudo apresenta orientações práticas para a escolha de frameworks serverless.",Adriano Prado Cavalheiro; Brenda Medeiros Lopes; Claudio Schepke,Anais da VIII Escola Regional de Engenharia de Software (ERES 2024),2024,,,198-207,Sociedade Brasileira de Computação,10.5753/eres.2024.4243,https://doi.org/10.5753/eres.2024.4243,proceedings-article
paper_029,Evaluating Serverless Function Deployment Models on AWS Lambda,,Gabriel Duessmann; Adriano Fiorese,Proceedings of the 27th International Conference on Enterprise Information Systems,2025,,,740-747,SCITEPRESS - Science and Technology Publications,10.5220/0013279500003929,https://doi.org/10.5220/0013279500003929,proceedings-article
paper_030,Energy-Aware Scheduling of a Serverless Workload in an ISA-Heterogeneous Cluster,,Simon Arys; Romain Carlier; Etienne Rivière,Proceedings of the 10th International Workshop on Serverless Computing,2024,,,25-30,ACM,10.1145/3702634.3702954,https://doi.org/10.1145/3702634.3702954,proceedings-article
paper_031,Using Multicriteria Decision Method to Score and Rank Serverless Providers,,Leandro Rittes; Adriano Fiorese,Proceedings of the 27th International Conference on Enterprise Information Systems,2025,,,27-36,SCITEPRESS - Science and Technology Publications,10.5220/0013295800003929,https://doi.org/10.5220/0013295800003929,proceedings-article
paper_032,Word Frequency Counting Based on Serverless MapReduce,,Hanzhe Li; Bingchen Lin; Mengyuan Xu,"Proceedings of the 1st International Conference on Engineering Management, Information Technology and Intelligence",2024,,,40-45,SCITEPRESS - Science and Technology Publications,10.5220/0012897600004508,https://doi.org/10.5220/0012897600004508,proceedings-article
paper_033,Intelligent Optimization of Distributed Pipeline Execution in Serverless Platforms: A Predictive Model Approach,,Usama Benabdelkrim Zakan; German Telmo Eizaguirre; Pedro Garcia Lopez,Proceedings of the 10th International Workshop on Serverless Computing,2024,,,7-12,ACM,10.1145/3702634.3702951,https://doi.org/10.1145/3702634.3702951,proceedings-article
paper_034,Architecting Serverless Solutions for Cost - Effective and Scalable Applications,,Kiran Kumar Voruganti,International Journal of Science and Research (IJSR),2024,13,4,931-936,International Journal of Science and Research,10.21275/sr24411202718,https://doi.org/10.21275/sr24411202718,journal-article
paper_035,A Framework for Evaluating Integration Testing Criteria in Serverless Applications,,Stefan Winzinger; Guido Wirtz,Proceedings of the 15th International Conference on Cloud Computing and Services Science,2025,,,167-173,SCITEPRESS - Science and Technology Publications,10.5220/0013283100003950,https://doi.org/10.5220/0013283100003950,proceedings-article
paper_036,GraphQL vs. REST: A Performance and Cost Investigation for Serverless Applications,,Runjie Jin; Robert Cordingly; Dongfang Zhao; Wes Lloyd,Proceedings of the 10th International Workshop on Serverless Computing,2024,,,37-42,ACM,10.1145/3702634.3702956,https://doi.org/10.1145/3702634.3702956,proceedings-article
paper_037,Challenges and Solutions in Network Security for Serverless Computing,"This research study explores the challenges and solutions related to serverless computing so that the computer systems connected to the network can be protected. Serverless computing can be defined as a method of managing computer services without the need to have fixed servers. The qualitative research method is used by this research study, which does not include any numerical data and involves the examination of non-number data so that the network security challenges can be identified in detail. In the literature review, the past studies from 2019 to 2023 are reviewed to identify study gaps so that the foundation for investigating serverless network security. The literature review is based on thematic analysis, so all the data can be organized into meaningful themes. The findings of this research study include the solutions to the challenges like data privacy, insecure dependencies and limited control. The strategies to overcome these challenges include encryption, strong monitoring and other relevant strategies. This research study also suggests the use of blockchain technology and Artificial Intelligence. In short, this research study provides insights to improve serverless computing security and also guides future researchers to innovate creative solutions for developing security challenges.",Sina Ahmadi,International Journal of Current Science Research and Review,2024,07,01,,Everant Journals,10.47191/ijcsrr/v7-i1-23,https://doi.org/10.47191/ijcsrr/v7-i1-23,journal-article
paper_038,Sandboxing Functions for Efficient and Secure Multi-tenant Serverless Deployments,,Charalampos Mainas; Ioannis Plakas; Georgios Ntoutsos; Anastassios Nanos,"Proceedings of the 2nd Workshop on SErverless Systems, Applications and MEthodologies",2024,,,25-31,ACM,10.1145/3642977.3652096,https://doi.org/10.1145/3642977.3652096,proceedings-article
paper_039,Serverless Confidential Containers: Challenges and Opportunities,,Carlos Segarra; Tobin Feldman-Fitzthum; Daniele Buono; Peter Pietzuch,"Proceedings of the 2nd Workshop on SErverless Systems, Applications and MEthodologies",2024,,,32-40,ACM,10.1145/3642977.3652097,https://doi.org/10.1145/3642977.3652097,proceedings-article
paper_040,Serverless Security: Best Practices for Protecting Functions-as-a-Service,,Yamini Kannan,International Journal of Science and Research (IJSR),2024,13,7,1190-1194,International Journal of Science and Research,10.21275/sr24723103837,https://doi.org/10.21275/sr24723103837,journal-article
paper_041,Combining MapReduce and Serverless Computing for Efficient Word Frequency Statistics,,Linxu Dai,"Proceedings of the 1st International Conference on Engineering Management, Information Technology and Intelligence",2024,,,506-510,SCITEPRESS - Science and Technology Publications,10.5220/0012957900004508,https://doi.org/10.5220/0012957900004508,proceedings-article
paper_042,Serverless Security: Best Practices for Protecting Functions-as-a-Service,,Yamini Kannan,International Journal of Science and Research (IJSR),2024,13,7,1190-1194,International Journal of Science and Research,10.21275/sr24723103837,https://doi.org/10.21275/sr24723103837,journal-article
paper_043,Creek: Leveraging Serverless for Online Machine Learning on Streaming Data,,Nazmul Takbir; Tahmeed Tarek; Muhammad Adnan,Proceedings of the 14th International Conference on Cloud Computing and Services Science,2024,,,38-49,SCITEPRESS - Science and Technology Publications,10.5220/0012619100003711,https://doi.org/10.5220/0012619100003711,proceedings-article
paper_044,Serverless End Game: Disaggregation enabling Transparency,,Pedro Garcia Lopez; Aleksander Slominski; Bernard Metzler; Michael Berhendt; Simon Shillaker,"Proceedings of the 2nd Workshop on SErverless Systems, Applications and MEthodologies",2024,,,9-14,ACM,10.1145/3642977.3652094,https://doi.org/10.1145/3642977.3652094,proceedings-article
paper_045,Secure and Scalable Service-to-Service Interaction in Serverless Microservices Environments,,Roshan Mahant Sumit Bhatnagar,International Journal of Science and Research (IJSR),2024,13,4,1472-1481,International Journal of Science and Research,10.21275/sr24418093407,https://doi.org/10.21275/sr24418093407,journal-article
paper_046,Serverless computing for enterprise AI Integration: Evaluating the role of serverless architectures in scaling AI-driven enterprise integration,"Serverless computing is emerging as a transformative paradigm for integrating artificial intelligence into enterprise environments. This comprehensive article examines how serverless architectures streamline the deployment and scaling of AI applications, focusing on inherent benefits such as automatic scaling, cost efficiency, and reduced operational overhead. By decoupling infrastructure management from application logic, serverless platforms enable enterprises to rapidly deploy AI models and processing pipelines that can dynamically adjust to fluctuating workloads. The article investigates how event-driven serverless functions facilitate real-time data processing across distributed systems, ensuring optimal responsiveness for time-sensitive AI operations. Additionally, it addresses critical challenges associated with serverless computing—including cold-start latency, state management, and security concerns in multi-tenant environments—while outlining practical strategies to mitigate these issues. Through the examination of architectural patterns, implementation strategies, and emerging trends, the article provides a roadmap for organizations seeking to leverage serverless computing for enterprise AI integration, highlighting how this approach can significantly enhance agility and scalability in an increasingly competitive digital landscape.",Tejaswi Bharadwaj Katta,World Journal of Advanced Engineering Technology and Sciences,2025,15,1,1437-1446,GSC Online Press,10.30574/wjaets.2025.15.1.0376,https://doi.org/10.30574/wjaets.2025.15.1.0376,journal-article
paper_047,Advancing Serverless Workflow Efficiency: Integrating Functional Programming Constructs and DAG-Based Execution,,Nimród Földvári; Florin Crăciun,Proceedings of the 15th International Conference on Cloud Computing and Services Science,2025,,,239-246,SCITEPRESS - Science and Technology Publications,10.5220/0013428200003950,https://doi.org/10.5220/0013428200003950,proceedings-article
paper_048,Live Migration of Multi-Container Kubernetes Pods in Multi-Cluster Serverless Edge Systems,,Leonardo Poggiani; Carlo Puliafito; Antonio Virdis; Enzo Mingozzi,Proceedings of the 1st Workshop on Serverless at the Edge,2024,,,9-16,ACM,10.1145/3660319.3660330,https://doi.org/10.1145/3660319.3660330,proceedings-article
paper_049,Migration to Serverless Architectures: A Pathway to Efficient Cloud Computing,,Purshotam Singh Yadav,International Journal of Science and Research (IJSR),2024,13,10,275-283,International Journal of Science and Research,10.21275/sr241002075058,https://doi.org/10.21275/sr241002075058,journal-article
paper_050,Transactions and Serverless are Made for Each Other,"Database-backed applications are an exciting new frontier for serverless computation. By tightly integrating application execution and data management, a transactional serverless platform enables many new features not possible in either existing serverless platforms or server-based deployments.",Qian Li; Peter Kraft,Queue,2024,22,3,79-91,Association for Computing Machinery (ACM),10.1145/3674952,https://doi.org/10.1145/3674952,journal-article
